GENDER,REFERRING_PROVIDER_REGION,DISEASE_CODE,RECEIVING_PROVIDER_REGION,AGE_GROUP,TOTAL_REFERRALS
F,Medinah,J18.0,Medina,00-17,134
M,Medinah,R17,Medina,40-49,6
F,Jeddah,I24.9,Jeddah,30-39,20
M,Riyadh,M21.37,Riyadh,00-17,32
F,Asir,I70.22,Assir,80+,7
M,Asir,W84,Assir,00-17,6
M,Medinah,E11.11,Medina,60-69,7
M,Jeddah,I50.9,Makkah,40-49,1
M,Riyadh,R07.1,Riyadh,80+,31
M,Jeddah,W59.1,Jeddah,70-79,20
F,Qunfotha,K76.9,Makkah,50-59,6
M,Riyadh,G03.8,Riyadh,00-17,33
F,Jeddah,R57.1,Jeddah,00-17,19
M,Qunfotha,J12.8,Makkah,80+,6
F,Jeddah,J18.8,Jeddah,70-79,21
F,Jeddah,I21.9,Jeddah,80+,19
M,Jeddah,J18.9,Makkah,30-39,3
M,Medinah,A41.8,Medina,80+,13
M,Riyadh,K92.9,Riyadh,80+,90
M,Northern Borders,J96.00,Riyadh,80+,33
F,Medinah,I24.9,Makkah,60-69,2
M,Najran,I27.2,Najran,00-17,3
M,Medinah,N17.9,Medina,40-49,6
M,Makkah,J18.9,Makkah,50-59,29
F,Riyadh,J18.9,Riyadh,60-69,163
F,Medinah,O60.0,Medina,40-49,6
F,Makkah,U88.2,Makkah,18-29,6
M,Jeddah,R05,Jeddah,30-39,100
M,Bisha,I51.9,Assir,80+,6
M,Asir,N17.9,Assir,80+,20
F,Najran,R56.0,Najran,00-17,9
M,Jeddah,E11.11,Makkah,70-79,3
M,Makkah,S32.5,Makkah,40-49,6
M,Jeddah,D71,Makkah,50-59,1
M,Jeddah,R57.2,Makkah,80+,4
M,Jeddah,V99,Makkah,60-69,1
M,Asir,I45.5,Assir,70-79,6
M,Jeddah,I69.4,Jeddah,60-69,24
M,Eastern Region,U82.3,East,80+,36
F,Jeddah,J96.09,Makkah,30-39,1
F,Jeddah,I27.2,Makkah,00-17,1
M,Qassim,Z50.9,Riyadh,00-17,9
F,Qurayyat,P22.0,Riyadh,00-17,30
F,Riyadh,K92.9,Riyadh,30-39,62
M,Hassa,M24.85,Riyadh,30-39,5
F,Jeddah,J18.9,Jeddah,40-49,21
M,Riyadh,J90,Riyadh,50-59,32
M,Jeddah,G41.9,Makkah,00-17,2
F,Medinah,K92.9,Medina,50-59,6
M,Northern Borders,U82.3,Riyadh,70-79,30
M,Riyadh,M25.47,Riyadh,60-69,32
M,Riyadh,M47.00,Riyadh,60-69,32
M,Asir,J18.9,Assir,40-49,6
F,Tabuk,N18.9,Medina,60-69,7
F,Riyadh,E11.11,Riyadh,40-49,154
M,Makkah,Q62.0,Makkah,00-17,6
F,Medinah,O09.9,Medina,40-49,19
F,Riyadh,K85.9,Riyadh,50-59,32
M,Tabuk,S52.11,Medina,18-29,7
F,Jeddah,P07.31,Jeddah,18-29,39
M,Jeddah,N11.1,Jeddah,70-79,22
F,Asir,S83.18,Assir,60-69,1
M,Asir,I51.9,Assir,00-17,1
M,Medinah,U80.4,Medina,00-17,6
F,Qassim,J18.0,Qassim,60-69,6
M,Asir,N17.9,Assir,00-17,6
M,Riyadh,K43.2,Riyadh,80+,31
F,Riyadh,I30.1,Riyadh,18-29,30
M,Medinah,J15.9,Medinah,00-17,4
M,Riyadh,I67.9,Riyadh,60-69,2
F,Asir,R52.9,Assir,50-59,6
F,Tabuk,S72.05,Makkah,70-79,1
F,Riyadh,I50.0,Riyadh,60-69,33
M,Jazan,G40.60,Jazan,00-17,2
M,Eastern Region,J45.9,East,60-69,17
F,Medinah,R10.0,Medina,00-17,12
F,Jeddah,E10.11,Makkah,60-69,1
M,Asir,J21.0,Asir,00-17,1
M,Makkah,F20.2,Makkah,30-39,6
M,Asir,V99,Assir,50-59,7
M,Eastern Region,M51.9,East,00-17,1
M,Asir,G41.9,Assir,00-17,12
M,Northern Borders,R05,Riyadh,50-59,32
M,Makkah,S72.9,Makkah,40-49,7
M,Jeddah,U80.3,Jeddah,00-17,43
F,Qassim,V09.9,Qassim,00-17,2
M,Medinah,G70.0,Medinah,50-59,1
F,Asir,E10.11,Assir,30-39,6
M,Asir,J21.1,Assir,00-17,6
F,Makkah,S56.4,Makkah,60-69,6
F,Asir,U86.2,Assir,50-59,3
F,Medinah,E11.11,Medinah,18-29,1
F,Jeddah,O61.9,Makkah,40-49,1
M,Asir,R51,Assir,18-29,7
F,Makkah,S62.52,Makkah,18-29,6
M,Riyadh,M48.00,Riyadh,60-69,1
F,Medinah,O63.9,Medinah,18-29,1
F,Makkah,E10.11,Makkah,50-59,6
F,Riyadh,S72.05,Riyadh,40-49,60
M,Riyadh,A41.9,Riyadh,30-39,33
M,Riyadh,S86.8,Riyadh,18-29,33
F,Riyadh,Q92.9,Riyadh,00-17,35
M,Riyadh,F19.0,Riyadh,30-39,3
M,Riyadh,P91.60,Medina,00-17,6
F,Medinah,Z50.9,Riyadh,00-17,1
M,Jazan,H10.0,Jazan,00-17,1
F,Medinah,N17.9,Medinah,50-59,1
F,Riyadh,R51,Riyadh,30-39,30
M,Bisha,P07.31,Riyadh,00-17,31
M,Riyadh,J44.9,Riyadh,60-69,1
M,Tabuk,T18.2,Medinah,40-49,1
F,Makkah,E87.2,Makkah,18-29,6
F,Medinah,I50.9,Medina,00-17,6
F,Jeddah,P36.8,Jeddah,00-17,20
F,Asir,R10.4,Assir,50-59,7
M,Najran,A41.9,Riyadh,50-59,1
M,Makkah,K92.2,Makkah,40-49,7
M,Jeddah,J96.09,Jeddah,50-59,21
M,Medinah,I50.9,Medina,60-69,7
F,Makkah,I27.9,Makkah,50-59,6
F,Medinah,D57.1,Medina,30-39,7
M,Jazan,J18.9,Jazan,00-17,12
M,Riyadh,J96.19,Riyadh,18-29,32
M,Jeddah,J96.01,Makkah,30-39,1
F,Jeddah,Q56.41,Jeddah,18-29,20
M,Asir,J15.5,Assir,80+,1
M,Riyadh,I48.4,Riyadh,80+,1
M,Riyadh,V99,Medina,80+,7
F,Asir,E10.11,Assir,40-49,1
M,Najran,E13.11,Najran,00-17,3
F,Riyadh,I20.0,Riyadh,80+,30
M,Medinah,U83.3,Medinah,00-17,1
M,Asir,A41.9,Assir,60-69,18
F,Jeddah,V99,Jeddah,40-49,1
M,Riyadh,A17.8,Riyadh,30-39,1
M,Riyadh,N46,Riyadh,30-39,1
F,Asir,S72.05,Assir,50-59,6
M,Northern Borders,V99,Jeddah,18-29,20
F,Asir,I62.9,Assir,70-79,6
M,Asir,J93.8,Assir,18-29,6
M,Asir,S52.02,Assir,00-17,6
M,Qunfotha,P07.32,Jeddah,00-17,22
F,Makkah,W84,Makkah,00-17,6
F,Jeddah,U82.3,Jeddah,18-29,21
F,Asir,M48.42,Asir,70-79,1
M,Najran,K29.70,Najran,00-17,6
F,Makkah,J20.9,Makkah,00-17,24
M,Riyadh,S02.3,Riyadh,00-17,34
F,Asir,I60.8,Assir,50-59,7
M,Jeddah,R55,Jeddah,80+,23
F,Qunfotha,S52.11,Makkah,30-39,6
M,Medinah,R17,Medina,00-17,6
M,Jeddah,E87.6,Jeddah,50-59,22
F,Qassim,H70.0,Qassim,70-79,2
F,Eastern Region,R63.0,Eastern Region,40-49,1
F,Medinah,E11.11,Medina,60-69,21
F,Jazan,S02.0,Jazan,60-69,2
M,Asir,S65.5,Asir,00-17,1
M,Riyadh,K70.1,Riyadh,40-49,31
M,Qassim,R05,Qassim,00-17,12
F,Jouf,T21.00,Riyadh,00-17,31
M,Najran,R11,Najran,00-17,3
F,Hafer AlBatin,Z50.9,East,00-17,1
M,Asir,K92.9,Assir,00-17,6
F,Jeddah,Q56.41,Makkah,18-29,1
M,Jeddah,J47,Jeddah,18-29,21
F,Jeddah,R57.1,Makkah,70-79,1
F,Riyadh,Z50.8,Riyadh,70-79,2
M,Bisha,R25.0,Riyadh,00-17,30
M,Qassim,Z86.42,Qassim,18-29,1
M,Bisha,J18.9,Assir,00-17,13
M,Jeddah,Z50.9,Jeddah,50-59,1
M,Jeddah,N18.9,Jeddah,50-59,39
F,Jazan,A38,Jazan,00-17,2
F,Asir,O42.9,Assir,18-29,24
M,Jeddah,J44.1,Makkah,18-29,1
M,Riyadh,Q85.0,Riyadh,18-29,30
F,Riyadh,S32.5,Riyadh,00-17,31
M,Qassim,J96.10,Qassim,00-17,2
M,Medinah,U80.4,Medinah,00-17,1
M,Jeddah,J06.9,Jeddah,60-69,93
M,Jeddah,D57.0,Makkah,00-17,1
F,Medinah,O00.0,Medina,18-29,201
F,Medinah,R05,Medina,00-17,211
M,Jeddah,S09.9,Jeddah,40-49,24
M,Jeddah,A78,Makkah,00-17,1
F,Asir,R07.4,Assir,40-49,6
F,Makkah,J45.9,Makkah,70-79,6
F,Jazan,J45.9,Jazan,60-69,2
M,Qassim,I64,Qassim,70-79,16
F,Jeddah,J18.9,Jeddah,18-29,43
F,Eastern Region,I20.0,East,60-69,16
F,Najran,A09.0,Najran,00-17,3
F,Eastern Region,A41.9,East,80+,18
M,Riyadh,E10.40,Riyadh,60-69,33
M,Jeddah,J06.9,Jeddah,30-39,21
M,Jeddah,D57.0,Jeddah,18-29,1
M,Qassim,S06.03,Qassim,70-79,2
F,Qassim,U80.3,Qassim,50-59,6
F,Medinah,I24.9,Medinah,60-69,2
F,Qassim,N18.9,Qassim,70-79,3
F,Jeddah,I31.9,Makkah,50-59,1
F,Jeddah,J15.9,Makkah,50-59,1
F,Riyadh,O00.0,Riyadh,00-17,31
F,Qassim,J96.09,Qassim,50-59,3
F,Jeddah,E67.1,Makkah,50-59,1
F,Asir,J21.9,Asir,00-17,3
M,Makkah,A41.9,Makkah,00-17,25
F,Riyadh,K25.3,Riyadh,18-29,32
M,Jazan,S63.10,Jazan,00-17,2
M,Asir,R52.0,Assir,00-17,6
M,Najran,M02.17,Assir,30-39,6
M,Medinah,O42.9,Medina,40-49,6
F,Jeddah,O60.0,Makkah,30-39,1
M,Makkah,T04.3,Makkah,00-17,6
M,Jouf,K92.9,Riyadh,00-17,30
M,Riyadh,Z89.9,Riyadh,70-79,1
M,Eastern Region,Z50.9,Riyadh,30-39,1
M,Riyadh,G93.1,Riyadh,30-39,2
M,Makkah,F19.5,Makkah,18-29,6
M,Eastern Region,Z50.8,Eastern Region,40-49,1
F,Qassim,J18.0,Qassim,80+,5
M,Medinah,P22.8,Medina,00-17,6
M,Asir,J17.8,Assir,80+,1
M,Medinah,V99,Medinah,00-17,1
F,Eastern Region,J18.0,East,70-79,17
M,Asir,I64,Jeddah,50-59,20
M,Makkah,J12.8,Makkah,70-79,6
M,Asir,P23.8,Assir,00-17,1
M,Jazan,A41.9,Jazan,00-17,6
F,Medinah,J18.0,Medina,80+,6
F,Jeddah,N17.9,Makkah,70-79,1
F,Jeddah,G41.9,Makkah,70-79,1
F,Jazan,J18.9,Jazan,80+,8
F,Jeddah,S06.03,Jeddah,18-29,22
F,Jazan,J18.9,Jazan,00-17,10
F,Medinah,R65.1,Medinah,70-79,1
M,Jeddah,A80.3,Jeddah,00-17,1
F,Asir,I50.0,Hail,80+,1
F,Jeddah,R05,Makkah,80+,6
F,Riyadh,E34.8,Riyadh,70-79,3
F,Jeddah,I10,Makkah,30-39,1
M,Northern Borders,J18.0,Riyadh,00-17,31
M,Riyadh,S73.00,Riyadh,18-29,60
M,Jazan,J38.5,Jazan,40-49,1
M,Makkah,G03.9,Makkah,70-79,6
M,Riyadh,Y85.0,Riyadh,18-29,1
F,Jeddah,A41.9,Makkah,18-29,2
M,Jeddah,D69.6,Jeddah,00-17,19
M,Jeddah,N18.2,Jeddah,50-59,22
F,Jazan,I64,Riyadh,70-79,1
M,Jazan,Y61.6,Jazan,00-17,2
F,Jazan,V99,Jazan,00-17,2
M,Makkah,R10.4,Makkah,50-59,1
F,Asir,T05.8,Assir,00-17,6
F,Qassim,J18.0,Qassim,00-17,2
M,Qassim,N17.9,Qassim,18-29,2
F,Jeddah,V99,Makkah,18-29,1
F,Riyadh,S06.03,Riyadh,70-79,34
F,Medinah,P07.31,Medinah,00-17,1
M,Qassim,J18.9,Qassim,00-17,7
M,Asir,I26.9,Assir,70-79,6
M,Jeddah,J96.00,Jeddah,40-49,25
F,Qassim,E05.8,Qassim,18-29,2
F,Jeddah,I50.9,Jeddah,60-69,20
M,Eastern Region,I24.9,Eastern Region,60-69,1
F,Makkah,A78,Makkah,00-17,6
F,Medinah,P01.1,Medina,18-29,6
F,Medinah,O00.0,Medinah,18-29,24
F,Riyadh,J84.1,Riyadh,70-79,1
F,Jeddah,Z50.8,Jeddah,70-79,1
M,Asir,S43.03,Riyadh,00-17,14
M,Jeddah,J96.01,Jeddah,30-39,21
M,Medinah,Z50.9,Jeddah,40-49,1
M,Riyadh,N18.9,Riyadh,18-29,31
F,Qunfotha,S72.9,Makkah,60-69,6
M,Jeddah,I24.9,Jeddah,18-29,22
M,Jeddah,J81,Makkah,50-59,1
M,Jeddah,I51.9,Jeddah,30-39,19
M,Riyadh,I89.0,Riyadh,40-49,1
F,Eastern Region,S73.00,East,80+,18
M,Eastern Region,T80.2,East,40-49,17
M,Jeddah,N18.9,Makkah,40-49,1
M,Riyadh,S92.0,Riyadh,50-59,30
F,Medinah,J96.01,Medina,80+,8
F,Jeddah,Z50.9,Jeddah,00-17,4
M,Riyadh,I61.0,Riyadh,60-69,2
F,Riyadh,R26.2,Riyadh,00-17,1
M,Jeddah,Z92.5,Jeddah,00-17,1
M,Asir,P22.8,Assir,00-17,1
M,Asir,D57.1,Assir,00-17,18
M,Qassim,I64,Qassim,60-69,15
F,Jeddah,I64,Makkah,80+,13
M,Jeddah,J21.9,Jeddah,00-17,122
M,Qassim,R10.4,Qassim,60-69,2
M,Qassim,R06.0,Qassim,70-79,2
F,Jeddah,O00.0,Makkah,30-39,15
M,Makkah,I50.0,Makkah,40-49,6
M,Makkah,Q31.5,Makkah,00-17,6
F,Makkah,J18.9,Jeddah,50-59,22
M,Makkah,M80.20,Makkah,18-29,6
M,Qassim,R06.6,Qassim,18-29,2
M,Riyadh,R06.0,Riyadh,50-59,31
F,Medinah,R57.8,Medina,60-69,7
M,Hafer AlBatin,Q43.0,Hafer Albatin,00-17,2
F,Riyadh,A41.9,Riyadh,18-29,100
F,Riyadh,M60.88,Riyadh,00-17,31
M,Makkah,J18.0,Makkah,00-17,18
F,Jeddah,J96.01,Makkah,80+,1
F,Riyadh,Z50.9,Riyadh,50-59,46
F,Jeddah,O09.9,Jeddah,30-39,38
M,Riyadh,V99,Riyadh,30-39,248
F,Makkah,J12.8,Makkah,50-59,6
M,Outside-KSA,P07.31,Makkah,00-17,1
M,Riyadh,U80.3,Riyadh,50-59,64
M,Medinah,M72.68,Medina,60-69,6
F,Jeddah,O09.9,Makkah,18-29,4
M,Makkah,J18.8,Makkah,30-39,6
M,Riyadh,A41.9,Riyadh,70-79,63
F,Riyadh,J18.9,Riyadh,50-59,96
M,Jeddah,G41.9,Jeddah,30-39,24
M,Qassim,R65.1,Qassim,70-79,3
F,Jeddah,O42.9,Jeddah,30-39,140
M,Jeddah,J44.9,Jeddah,70-79,21
F,Makkah,U80.3,Makkah,40-49,6
M,Jeddah,S06.03,Jeddah,50-59,42
F,Medinah,E11.11,Medina,18-29,6
F,Riyadh,J15.8,Riyadh,70-79,30
F,Riyadh,W01.0,Riyadh,60-69,31
M,Riyadh,I51.9,Riyadh,60-69,164
M,Asir,R57.2,Assir,80+,27
M,Riyadh,E10.11,Riyadh,00-17,153
M,Jeddah,E13.15,Makkah,18-29,2
M,Jeddah,N17.9,Makkah,50-59,3
M,Qassim,U88.2,Qassim,18-29,2
M,Jeddah,J18.0,Makkah,80+,1
F,Tabuk,V99,Tabuk,18-29,2
M,Asir,P07.32,Assir,00-17,47
F,Jeddah,I50.0,Jeddah,60-69,21
F,Jeddah,I46.9,Makkah,00-17,1
F,Riyadh,U80.3,Riyadh,60-69,31
M,Eastern Region,S98.2,East,00-17,18
M,Asir,H35.1,Assir,00-17,14
F,Medinah,P59.9,Medina,80+,7
M,Jeddah,S82.21,Makkah,40-49,2
M,Medinah,N17.9,Medina,18-29,6
M,Eastern Region,E16.1,East,60-69,17
M,Asir,K40.20,Assir,00-17,6
M,Riyadh,G82.50,Riyadh,30-39,1
M,Makkah,A09.0,Makkah,00-17,6
M,Medinah,D01.0,Medina,50-59,6
M,Medinah,I64,Medinah,60-69,3
M,Asir,A41.8,Assir,70-79,1
M,Jeddah,R19.1,Jeddah,50-59,22
F,Jeddah,K41.0,Jeddah,80+,19
M,Asir,Z50.8,Jeddah,00-17,1
F,Qassim,J15.9,Northern Borders,70-79,1
M,Medinah,M72.68,Medinah,60-69,1
F,Hassa,G81.0,Ihsaa,50-59,1
F,Riyadh,J18.9,Riyadh,18-29,1
M,Asir,I24.9,Asir,40-49,1
F,Medinah,I64,Medina,80+,19
F,Qassim,E13.11,Qassim,30-39,2
F,Northern Borders,S82.82,Riyadh,30-39,31
F,Qassim,M79.00,Qassim,18-29,2
F,Makkah,O00.0,Medinah,18-29,1
F,Riyadh,I60.8,Riyadh,30-39,30
F,Riyadh,I50.0,Riyadh,70-79,31
M,Medinah,K64.5,Medina,18-29,6
M,Jeddah,J18.9,Makkah,60-69,1
M,Jeddah,S92.22,Jeddah,50-59,20
M,Riyadh,K76.9,Riyadh,18-29,32
F,Asir,R10.0,Assir,40-49,6
F,Riyadh,J45.9,Riyadh,30-39,31
M,Riyadh,A20.2,Riyadh,00-17,61
F,Qassim,J45.9,Qassim,00-17,7
F,Jeddah,G40.60,Jeddah,18-29,22
F,Medinah,J06.9,Medina,18-29,7
M,Jeddah,P70.0,Makkah,00-17,1
F,Riyadh,T67.0,Riyadh,80+,3
F,Riyadh,U88.1,Riyadh,18-29,1
F,Qassim,I10,Qassim,60-69,2
M,Baha,N48.0,Jeddah,60-69,1
F,Qassim,R05,Qassim,80+,17
F,Riyadh,A09.9,Riyadh,50-59,30
M,Qassim,I74.8,Qassim,40-49,4
F,Jazan,I71.6,Assir,80+,6
F,Asir,S80.0,Assir,40-49,1
F,Jeddah,P07.30,Jeddah,00-17,1
M,Medinah,J21.9,Medinah,00-17,9
M,Riyadh,K92.9,Riyadh,30-39,30
M,Eastern Region,J93.8,East,70-79,17
F,Jeddah,N25.9,Jeddah,40-49,20
F,Asir,R57.2,Assir,60-69,1
F,Qurayyat,J06.9,Riyadh,00-17,32
M,Najran,M60.19,Najran,00-17,3
M,Jazan,I95.8,Assir,70-79,6
M,Jeddah,I51.9,Jeddah,00-17,20
M,Makkah,Z50.9,Riyadh,60-69,1
M,Jeddah,G91.0,Makkah,00-17,1
M,Jazan,P61.5,Jazan,00-17,2
F,Asir,J18.8,Assir,80+,1
F,Medinah,I69.4,Medina,50-59,6
F,Qassim,E13.11,Qassim,50-59,3
M,Qassim,J15.9,Qassim,00-17,2
F,Jeddah,W10.9,Jeddah,00-17,19
F,Qassim,I60.8,Qassim,50-59,2
M,Jeddah,I21.4,Jeddah,50-59,38
M,Jazan,I10,Jazan,40-49,4
M,Jeddah,I10,Makkah,18-29,1
F,Asir,R56.0,Assir,00-17,6
M,Jeddah,I26.0,Jeddah,70-79,25
F,Outside-KSA,I35.0,Jeddah,60-69,22
M,Jeddah,G41.9,Jeddah,00-17,40
F,Medinah,I60.8,Medina,80+,6
M,Riyadh,V99,Riyadh,00-17,153
M,Riyadh,I24.9,Riyadh,18-29,31
F,Jeddah,I98.3,Makkah,18-29,1
F,Jeddah,R05,Makkah,40-49,4
M,Jeddah,Z93.0,Makkah,70-79,1
M,Jeddah,A41.9,Jeddah,30-39,24
F,Jeddah,R65.1,Jeddah,00-17,22
F,Jeddah,R60.9,Makkah,70-79,1
M,Jeddah,J18.9,Makkah,70-79,8
M,Eastern Region,J15.9,East,00-17,17
M,Riyadh,G93.1,Riyadh,18-29,38
F,Makkah,J18.9,Makkah,18-29,12
F,Jeddah,I44.2,Makkah,70-79,1
M,Bisha,M48.42,Makkah,70-79,1
F,Medinah,P05.9,Medina,18-29,6
F,Jeddah,J46,Jeddah,00-17,39
M,Jeddah,R05,Makkah,30-39,5
M,Jeddah,W59.1,Makkah,70-79,1
M,Jeddah,J18.9,Makkah,18-29,2
M,Qassim,E10.11,Qassim,30-39,5
M,Jeddah,I50.9,Jeddah,40-49,21
F,Jeddah,I26.9,Makkah,50-59,3
M,Riyadh,U82.2,Riyadh,60-69,31
F,Riyadh,N39.0,Riyadh,80+,62
F,Jeddah,G93.1,Jeddah,70-79,1
F,Jeddah,P07.32,Jeddah,00-17,147
F,Asir,A41.9,Assir,30-39,13
M,Asir,J90,Assir,80+,14
M,Tabuk,N17.9,Medina,70-79,6
M,Asir,J44.9,Assir,50-59,7
M,Najran,J39.8,Najran,00-17,3
M,Riyadh,P59.9,Riyadh,40-49,30
M,Riyadh,T20.0,Riyadh,40-49,31
M,Jeddah,J18.9,Jeddah,50-59,23
F,Jeddah,U80.3,Jeddah,50-59,22
M,Jazan,E11.11,Riyadh,80+,31
M,Riyadh,W84,Riyadh,50-59,32
F,Qassim,J81,Qassim,80+,8
F,Jouf,U88.2,Riyadh,00-17,31
F,Riyadh,J18.9,Riyadh,70-79,95
M,Riyadh,Q39.21,Riyadh,18-29,32
F,Jeddah,A41.9,Jeddah,60-69,65
F,Makkah,I26.9,Makkah,80+,6
M,Asir,R57.2,Assir,40-49,12
F,Jeddah,I24.9,Makkah,30-39,1
F,Jeddah,I40.0,Makkah,60-69,1
F,Asir,I26.9,Assir,50-59,6
M,Riyadh,E11.11,Riyadh,50-59,218
F,Riyadh,I24.9,Riyadh,40-49,63
M,Riyadh,E87.1,Riyadh,60-69,32
F,Jeddah,P05.9,Jeddah,18-29,21
M,Jeddah,E14.11,Makkah,70-79,1
M,Riyadh,J84.9,Riyadh,60-69,32
F,Riyadh,G40.60,Riyadh,70-79,31
F,Medinah,O42.9,Medina,18-29,144
M,Medinah,I51.9,Medina,50-59,12
M,Jeddah,E11.11,Makkah,60-69,5
M,Riyadh,J15.9,Riyadh,30-39,31
M,Asir,N18.2,Assir,80+,6
M,Asir,E10.11,Assir,00-17,19
F,Qassim,I50.0,Qassim,80+,3
M,Qassim,E87.6,Qassim,00-17,3
M,Jeddah,I51.9,Makkah,00-17,1
M,Riyadh,G82.02,Riyadh,18-29,1
F,Medinah,O61.0,Medina,30-39,1
M,Riyadh,P23.5,Riyadh,40-49,1
F,Jazan,J45.9,Jazan,00-17,6
M,Qunfotha,E11.11,Makkah,70-79,7
M,Jazan,J90,Jazan,00-17,2
M,Riyadh,T70.3,Riyadh,40-49,2
M,Jeddah,G03.8,Makkah,50-59,1
F,Jeddah,E67.1,Jeddah,50-59,24
M,Riyadh,S06.20,Riyadh,18-29,3
F,Jouf,R05,Riyadh,40-49,32
F,Eastern Region,K92.9,East,80+,18
F,Riyadh,L89.15,Riyadh,60-69,3
F,Eastern Region,Z50.8,East,40-49,1
M,Riyadh,Q77.00,Riyadh,30-39,1
M,Riyadh,V99,Riyadh,80+,30
M,Medinah,G41.9,Medinah,18-29,1
M,Medinah,V99,Medina,00-17,13
F,Jazan,V99,Jazan,40-49,4
F,Riyadh,N39.0,Riyadh,00-17,30
F,Eastern Region,J15.9,East,60-69,17
M,Northern Borders,V99,Makkah,18-29,1
M,Medinah,Z50.8,Jeddah,18-29,1
M,Jeddah,J15.9,Northern Borders,00-17,1
F,Asir,O64.1,Assir,30-39,6
M,Riyadh,M17.9,Riyadh,30-39,1
F,Makkah,J96.09,Makkah,18-29,1
M,Qassim,I21.9,Qassim,60-69,2
F,Jazan,S73.00,Jazan,40-49,2
M,Jazan,M25.11,Assir,00-17,6
F,Jeddah,Z50.9,Riyadh,00-17,3
F,Riyadh,I69.4,Riyadh,50-59,1
F,Jeddah,O42.9,Jeddah,18-29,60
F,Jeddah,E11.11,Jeddah,30-39,20
M,Qurayyat,U82.3,Riyadh,80+,31
F,Hassa,S72.05,Ihsaa,60-69,1
M,Riyadh,U83.2,Riyadh,80+,3
M,Riyadh,J96.01,Riyadh,60-69,1
M,Riyadh,U83.1,Riyadh,80+,1
F,Qassim,A41.9,Qassim,30-39,3
M,Asir,G46.4,Assir,80+,6
M,Jazan,S09.9,Jazan,18-29,2
M,Eastern Region,S90.81,East,60-69,17
F,Hassa,U80.4,Riyadh,00-17,1
M,Asir,I24.9,Assir,70-79,1
M,Asir,D57.0,Asir,00-17,1
F,Qassim,J06.9,Qassim,70-79,3
M,Eastern Region,J18.9,East,00-17,17
F,Medinah,L03.8,Medina,00-17,6
F,Medinah,I64,Medinah,80+,3
M,Medinah,J18.9,Medina,80+,26
F,Medinah,N17.9,Medinah,70-79,1
M,Asir,S52.11,Assir,30-39,6
M,Jeddah,K76.9,Jeddah,40-49,19
M,Jeddah,I64,Makkah,00-17,1
M,Jeddah,J06.9,Makkah,60-69,4
M,Medinah,A78,Medina,00-17,7
F,Najran,R56.8,Najran,00-17,3
M,Medinah,A09.9,Medina,00-17,12
M,Qassim,R56.8,Qassim,40-49,2
M,Jeddah,R10.0,Makkah,80+,1
F,Jeddah,R42,Jeddah,80+,20
F,Jazan,D57.1,Jazan,00-17,2
M,Najran,J45.9,Assir,00-17,6
M,Riyadh,M36.2,Riyadh,30-39,35
F,Qassim,K80.30,Qassim,30-39,3
M,Jeddah,E10.11,Makkah,40-49,2
M,Riyadh,N39.0,Riyadh,00-17,30
M,Medinah,J96.09,Medina,00-17,6
M,Riyadh,R06.6,Riyadh,70-79,33
F,Riyadh,G21.8,Riyadh,60-69,3
M,Makkah,J18.0,Makkah,80+,6
F,Jeddah,I61.8,Makkah,60-69,1
F,Makkah,J18.0,Makkah,60-69,6
M,Asir,G40.60,Assir,00-17,18
M,Medinah,R56.0,Medina,00-17,12
M,Makkah,T47.9,Makkah,50-59,6
M,Riyadh,R10.0,Riyadh,60-69,30
M,Jeddah,V09.9,Jeddah,18-29,22
M,Riyadh,A77.8,Riyadh,30-39,31
F,Riyadh,B53.1,Riyadh,30-39,30
F,Makkah,E10.11,Makkah,18-29,6
M,Asir,J15.9,Assir,80+,14
M,Makkah,F05.9,Makkah,50-59,6
M,Jeddah,S06.03,Makkah,50-59,2
M,Asir,S72.9,Assir,80+,7
M,Asir,N20.9,Assir,40-49,7
M,Jeddah,P07.32,Makkah,00-17,2
M,Jeddah,D41.1,Makkah,00-17,1
F,Jeddah,S85.1,Jeddah,18-29,20
M,Asir,E11.11,Assir,80+,18
F,Riyadh,J94.0,Medina,00-17,6
F,Jeddah,J01.1,Makkah,30-39,1
F,Asir,J18.9,Assir,18-29,12
M,Jeddah,I24.9,Jeddah,70-79,156
M,Riyadh,A41.9,Riyadh,00-17,380
M,Qassim,I24.9,Qassim,30-39,6
M,Makkah,J18.9,Jeddah,00-17,20
F,Makkah,R57.2,Makkah,50-59,19
F,Asir,K59.1,Assir,80+,6
M,Jeddah,K76.7,Jeddah,70-79,20
F,Riyadh,D57.0,Riyadh,30-39,61
F,Jeddah,A41.9,Jeddah,80+,80
F,Jeddah,J47,Jeddah,40-49,23
F,Makkah,I51.9,Makkah,30-39,6
F,Jeddah,I69.4,Makkah,50-59,1
M,Makkah,J18.9,Makkah,80+,55
F,Riyadh,I51.9,Riyadh,60-69,67
F,Jazan,J18.9,Assir,80+,7
M,Najran,L89.34,Riyadh,50-59,31
F,Jeddah,G46.4,Jeddah,30-39,23
F,Riyadh,M43.19,Riyadh,60-69,31
F,Jeddah,R05,Makkah,70-79,6
M,Jeddah,I50.9,Jeddah,70-79,21
M,Medinah,E16.9,Jeddah,00-17,21
F,Jeddah,P22.9,Makkah,00-17,3
F,Makkah,I50.0,Makkah,70-79,6
M,Riyadh,J91,Riyadh,00-17,31
F,Jeddah,I64,Jeddah,60-69,189
